imagen,timestamp_imagen,timestamp_sens,temperatura,pH,conductividad,TDS,salinidad,presion,oxigeno_mgL,etiqueta
2021-11-17_12-47-57_10s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,16.87,5.66,649,0.325,0.32,10.811,4.57,
2021-11-17_12-47-57_15s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,16.87,5.66,649,0.325,0.32,10.811,4.57,
2021-11-17_12-47-57_20s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,16.87,5.66,649,0.325,0.32,10.811,4.57,
2021-11-17_12-47-57_25s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,16.87,5.66,649,0.325,0.32,10.811,4.57,
2021-11-17_12-47-57_30s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,16.87,5.66,649,0.325,0.32,10.811,4.57,
2021-11-17_12-47-57_35s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,16.87,5.66,649,0.325,0.32,10.811,4.57,
2021-11-17_12-47-57_40s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,16.87,5.66,649,0.325,0.32,10.811,4.57,
2021-11-17_12-47-57_45s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,16.87,5.66,649,0.325,0.32,10.811,4.57,
2021-11-17_12-47-57_50s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,16.87,5.66,649,0.325,0.32,10.811,4.57,
2021-11-17_12-47-57_55s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,16.87,5.66,649,0.325,0.32,10.811,4.57,
2021-11-17_12-47-57_5s.jpg,2021-11-17 12:47:57,2021-11-17 12:47:55,16.87,5.66,649,0.325,0.32,10.811,4.57,
2021-11-17_12-48-58_0s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,16.88,5.66,650,0.325,0.32,10.81,4.46,
2021-11-17_12-48-58_10s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,16.88,5.66,650,0.325,0.32,10.81,4.46,
2021-11-17_12-48-58_15s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,16.88,5.66,650,0.325,0.32,10.81,4.46,
2021-11-17_12-48-58_20s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,16.88,5.66,650,0.325,0.32,10.81,4.46,
2021-11-17_12-48-58_25s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,16.88,5.66,650,0.325,0.32,10.81,4.46,
2021-11-17_12-48-58_30s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,16.88,5.66,650,0.325,0.32,10.81,4.46,
2021-11-17_12-48-58_35s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,16.88,5.66,650,0.325,0.32,10.81,4.46,
2021-11-17_12-48-58_40s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,16.88,5.66,650,0.325,0.32,10.81,4.46,
2021-11-17_12-48-58_45s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,16.88,5.66,650,0.325,0.32,10.81,4.46,
2021-11-17_12-48-58_50s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,16.88,5.66,650,0.325,0.32,10.81,4.46,
2021-11-17_12-48-58_55s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,16.88,5.66,650,0.325,0.32,10.81,4.46,
2021-11-17_12-48-58_5s.jpg,2021-11-17 12:48:58,2021-11-17 12:49:00,16.88,5.66,650,0.325,0.32,10.81,4.46,
2021-11-17_12-49-58_0s.jpg,2021-11-17 12:49:58,2021-11-17 12:50:00,16.89,5.66,649,0.325,0.32,10.81,4.65,
2021-11-17_12-49-58_10s.jpg,2021-11-17 12:49:58,2021-11-17 12:50:00,16.89,5.66,649,0.325,0.32,10.81,4.65,
2021-11-17_12-49-58_15s.jpg,2021-11-17 12:49:58,2021-11-17 12:50:00,16.89,5.66,649,0.325,0.32,10.81,4.65,
2021-11-17_12-49-58_20s.jpg,2021-11-17 12:49:58,2021-11-17 12:50:00,16.89,5.66,649,0.325,0.32,10.81,4.65,
2021-11-17_12-49-58_25s.jpg,2021-11-17 12:49:58,2021-11-17 12:50:00,16.89,5.66,649,0.325,0.32,10.81,4.65,
2021-11-17_12-49-58_30s.jpg,2021-11-17 12:49:58,2021-11-17 12:50:00,16.89,5.66,649,0.325,0.32,10.81,4.65,
2021-11-17_12-49-58_35s.jpg,2021-11-17 12:49:58,2021-11-17 12:50:00,16.89,5.66,649,0.325,0.32,10.81,4.65,
2021-11-17_12-49-58_40s.jpg,2021-11-17 12:49:58,2021-11-17 12:50:00,16.89,5.66,649,0.325,0.32,10.81,4.65,
2021-11-17_12-49-58_45s.jpg,2021-11-17 12:49:58,2021-11-17 12:50:00,16.89,5.66,649,0.325,0.32,10.81,4.65,
2021-11-17_12-49-58_50s.jpg,2021-11-17 12:49:58,2021-11-17 12:50:00,16.89,5.66,649,0.325,0.32,10.81,4.65,
2021-11-17_12-49-58_55s.jpg,2021-11-17 12:49:58,2021-11-17 12:50:00,16.89,5.66,649,0.325,0.32,10.81,4.65,
2021-11-17_12-49-58_5s.jpg,2021-11-17 12:49:58,2021-11-17 12:50:00,16.89,5.66,649,0.325,0.32,10.81,4.65,
2021-11-17_12-50-58_0s.jpg,2021-11-17 12:50:58,2021-11-17 12:51:00,16.91,5.66,649,0.325,0.32,10.808,4.8,
2021-11-17_12-50-58_10s.jpg,2021-11-17 12:50:58,2021-11-17 12:51:00,16.91,5.66,649,0.325,0.32,10.808,4.8,
2021-11-17_12-50-58_15s.jpg,2021-11-17 12:50:58,2021-11-17 12:51:00,16.91,5.66,649,0.325,0.32,10.808,4.8,
2021-11-17_12-50-58_20s.jpg,2021-11-17 12:50:58,2021-11-17 12:51:00,16.91,5.66,649,0.325,0.32,10.808,4.8,
2021-11-17_12-50-58_25s.jpg,2021-11-17 12:50:58,2021-11-17 12:51:00,16.91,5.66,649,0.325,0.32,10.808,4.8,
2021-11-17_12-50-58_30s.jpg,2021-11-17 12:50:58,2021-11-17 12:51:00,16.91,5.66,649,0.325,0.32,10.808,4.8,
2021-11-17_12-50-58_35s.jpg,2021-11-17 12:50:58,2021-11-17 12:51:00,16.91,5.66,649,0.325,0.32,10.808,4.8,
2021-11-17_12-50-58_40s.jpg,2021-11-17 12:50:58,2021-11-17 12:51:00,16.91,5.66,649,0.325,0.32,10.808,4.8,
2021-11-17_12-50-58_45s.jpg,2021-11-17 12:50:58,2021-11-17 12:51:00,16.91,5.66,649,0.325,0.32,10.808,4.8,
2021-11-17_12-50-58_50s.jpg,2021-11-17 12:50:58,2021-11-17 12:51:00,16.91,5.66,649,0.325,0.32,10.808,4.8,
2021-11-17_12-50-58_55s.jpg,2021-11-17 12:50:58,2021-11-17 12:51:00,16.91,5.66,649,0.325,0.32,10.808,4.8,
2021-11-17_12-50-58_5s.jpg,2021-11-17 12:50:58,2021-11-17 12:51:00,16.91,5.66,649,0.325,0.32,10.808,4.8,
2021-11-17_12-51-58_0s.jpg,2021-11-17 12:51:58,2021-11-17 12:52:00,16.92,5.66,649,0.325,0.32,10.8129999999999,4.79,
2021-11-17_12-51-58_10s.jpg,2021-11-17 12:51:58,2021-11-17 12:52:00,16.92,5.66,649,0.325,0.32,10.8129999999999,4.79,
2021-11-17_12-51-58_15s.jpg,2021-11-17 12:51:58,2021-11-17 12:52:00,16.92,5.66,649,0.325,0.32,10.8129999999999,4.79,
2021-11-17_12-51-58_20s.jpg,2021-11-17 12:51:58,2021-11-17 12:52:00,16.92,5.66,649,0.325,0.32,10.8129999999999,4.79,
2021-11-17_12-51-58_25s.jpg,2021-11-17 12:51:58,2021-11-17 12:52:00,16.92,5.66,649,0.325,0.32,10.8129999999999,4.79,
2021-11-17_12-51-58_30s.jpg,2021-11-17 12:51:58,2021-11-17 12:52:00,16.92,5.66,649,0.325,0.32,10.8129999999999,4.79,
2021-11-17_12-51-58_35s.jpg,2021-11-17 12:51:58,2021-11-17 12:52:00,16.92,5.66,649,0.325,0.32,10.8129999999999,4.79,
2021-11-17_12-51-58_40s.jpg,2021-11-17 12:51:58,2021-11-17 12:52:00,16.92,5.66,649,0.325,0.32,10.8129999999999,4.79,
2021-11-17_12-51-58_45s.jpg,2021-11-17 12:51:58,2021-11-17 12:52:00,16.92,5.66,649,0.325,0.32,10.8129999999999,4.79,
2021-11-17_12-51-58_50s.jpg,2021-11-17 12:51:58,2021-11-17 12:52:00,16.92,5.66,649,0.325,0.32,10.8129999999999,4.79,
2021-11-17_12-51-58_55s.jpg,2021-11-17 12:51:58,2021-11-17 12:52:00,16.92,5.66,649,0.325,0.32,10.8129999999999,4.79,
2021-11-17_12-51-58_5s.jpg,2021-11-17 12:51:58,2021-11-17 12:52:00,16.92,5.66,649,0.325,0.32,10.8129999999999,4.79,
2021-11-17_12-52-58_0s.jpg,2021-11-17 12:52:58,2021-11-17 12:53:00,16.92,5.66,649,0.325,0.32,10.812,4.8,
2021-11-17_12-52-58_10s.jpg,2021-11-17 12:52:58,2021-11-17 12:53:00,16.92,5.66,649,0.325,0.32,10.812,4.8,
2021-11-17_12-52-58_15s.jpg,2021-11-17 12:52:58,2021-11-17 12:53:00,16.92,5.66,649,0.325,0.32,10.812,4.8,
2021-11-17_12-52-58_20s.jpg,2021-11-17 12:52:58,2021-11-17 12:53:00,16.92,5.66,649,0.325,0.32,10.812,4.8,
2021-11-17_12-52-58_25s.jpg,2021-11-17 12:52:58,2021-11-17 12:53:00,16.92,5.66,649,0.325,0.32,10.812,4.8,
2021-11-17_12-52-58_30s.jpg,2021-11-17 12:52:58,2021-11-17 12:53:00,16.92,5.66,649,0.325,0.32,10.812,4.8,
2021-11-17_12-52-58_35s.jpg,2021-11-17 12:52:58,2021-11-17 12:53:00,16.92,5.66,649,0.325,0.32,10.812,4.8,
2021-11-17_12-52-58_40s.jpg,2021-11-17 12:52:58,2021-11-17 12:53:00,16.92,5.66,649,0.325,0.32,10.812,4.8,
2021-11-17_12-52-58_45s.jpg,2021-11-17 12:52:58,2021-11-17 12:53:00,16.92,5.66,649,0.325,0.32,10.812,4.8,
2021-11-17_12-52-58_50s.jpg,2021-11-17 12:52:58,2021-11-17 12:53:00,16.92,5.66,649,0.325,0.32,10.812,4.8,
2021-11-17_12-52-58_55s.jpg,2021-11-17 12:52:58,2021-11-17 12:53:00,16.92,5.66,649,0.325,0.32,10.812,4.8,
2021-11-17_12-52-58_5s.jpg,2021-11-17 12:52:58,2021-11-17 12:53:00,16.92,5.66,649,0.325,0.32,10.812,4.8,
2021-11-17_12-53-59_0s.jpg,2021-11-17 12:53:59,2021-11-17 12:54:00,16.92,5.65,649,0.325,0.32,10.81,4.77,
2021-11-17_12-53-59_10s.jpg,2021-11-17 12:53:59,2021-11-17 12:54:00,16.92,5.65,649,0.325,0.32,10.81,4.77,
2021-11-17_12-53-59_15s.jpg,2021-11-17 12:53:59,2021-11-17 12:54:00,16.92,5.65,649,0.325,0.32,10.81,4.77,
2021-11-17_12-53-59_20s.jpg,2021-11-17 12:53:59,2021-11-17 12:54:00,16.92,5.65,649,0.325,0.32,10.81,4.77,
2021-11-17_12-53-59_25s.jpg,2021-11-17 12:53:59,2021-11-17 12:54:00,16.92,5.65,649,0.325,0.32,10.81,4.77,
2021-11-17_12-53-59_30s.jpg,2021-11-17 12:53:59,2021-11-17 12:54:00,16.92,5.65,649,0.325,0.32,10.81,4.77,
2021-11-17_12-53-59_35s.jpg,2021-11-17 12:53:59,2021-11-17 12:54:00,16.92,5.65,649,0.325,0.32,10.81,4.77,
2021-11-17_12-53-59_40s.jpg,2021-11-17 12:53:59,2021-11-17 12:54:00,16.92,5.65,649,0.325,0.32,10.81,4.77,
2021-11-17_12-53-59_45s.jpg,2021-11-17 12:53:59,2021-11-17 12:54:00,16.92,5.65,649,0.325,0.32,10.81,4.77,
2021-11-17_12-53-59_50s.jpg,2021-11-17 12:53:59,2021-11-17 12:54:00,16.92,5.65,649,0.325,0.32,10.81,4.77,
2021-11-17_12-53-59_55s.jpg,2021-11-17 12:53:59,2021-11-17 12:54:00,16.92,5.65,649,0.325,0.32,10.81,4.77,
2021-11-17_12-53-59_5s.jpg,2021-11-17 12:53:59,2021-11-17 12:54:00,16.92,5.65,649,0.325,0.32,10.81,4.77,
2021-11-17_12-54-59_0s.jpg,2021-11-17 12:54:59,2021-11-17 12:55:00,16.93,5.65,649,0.324,0.32,10.814,4.73,
2021-11-17_12-54-59_10s.jpg,2021-11-17 12:54:59,2021-11-17 12:55:00,16.93,5.65,649,0.324,0.32,10.814,4.73,
2021-11-17_12-54-59_15s.jpg,2021-11-17 12:54:59,2021-11-17 12:55:00,16.93,5.65,649,0.324,0.32,10.814,4.73,
2021-11-17_12-54-59_20s.jpg,2021-11-17 12:54:59,2021-11-17 12:55:00,16.93,5.65,649,0.324,0.32,10.814,4.73,
2021-11-17_12-54-59_25s.jpg,2021-11-17 12:54:59,2021-11-17 12:55:00,16.93,5.65,649,0.324,0.32,10.814,4.73,
2021-11-17_12-54-59_30s.jpg,2021-11-17 12:54:59,2021-11-17 12:55:00,16.93,5.65,649,0.324,0.32,10.814,4.73,
2021-11-17_12-54-59_35s.jpg,2021-11-17 12:54:59,2021-11-17 12:55:00,16.93,5.65,649,0.324,0.32,10.814,4.73,
2021-11-17_12-54-59_40s.jpg,2021-11-17 12:54:59,2021-11-17 12:55:00,16.93,5.65,649,0.324,0.32,10.814,4.73,
2021-11-17_12-54-59_45s.jpg,2021-11-17 12:54:59,2021-11-17 12:55:00,16.93,5.65,649,0.324,0.32,10.814,4.73,
2021-11-17_12-54-59_50s.jpg,2021-11-17 12:54:59,2021-11-17 12:55:00,16.93,5.65,649,0.324,0.32,10.814,4.73,
2021-11-17_12-54-59_55s.jpg,2021-11-17 12:54:59,2021-11-17 12:55:00,16.93,5.65,649,0.324,0.32,10.814,4.73,
2021-11-17_12-54-59_5s.jpg,2021-11-17 12:54:59,2021-11-17 12:55:00,16.93,5.65,649,0.324,0.32,10.814,4.73,
2021-11-17_12-55-59_0s.jpg,2021-11-17 12:55:59,2021-11-17 12:56:00,16.93,5.65,649,0.325,0.32,10.811,4.81,
2021-11-17_12-55-59_10s.jpg,2021-11-17 12:55:59,2021-11-17 12:56:00,16.93,5.65,649,0.325,0.32,10.811,4.81,
2021-11-17_12-55-59_15s.jpg,2021-11-17 12:55:59,2021-11-17 12:56:00,16.93,5.65,649,0.325,0.32,10.811,4.81,
2021-11-17_12-55-59_20s.jpg,2021-11-17 12:55:59,2021-11-17 12:56:00,16.93,5.65,649,0.325,0.32,10.811,4.81,
2021-11-17_12-55-59_25s.jpg,2021-11-17 12:55:59,2021-11-17 12:56:00,16.93,5.65,649,0.325,0.32,10.811,4.81,
2021-11-17_12-55-59_30s.jpg,2021-11-17 12:55:59,2021-11-17 12:56:00,16.93,5.65,649,0.325,0.32,10.811,4.81,
2021-11-17_12-55-59_35s.jpg,2021-11-17 12:55:59,2021-11-17 12:56:00,16.93,5.65,649,0.325,0.32,10.811,4.81,
2021-11-17_12-55-59_40s.jpg,2021-11-17 12:55:59,2021-11-17 12:56:00,16.93,5.65,649,0.325,0.32,10.811,4.81,
2021-11-17_12-55-59_45s.jpg,2021-11-17 12:55:59,2021-11-17 12:56:00,16.93,5.65,649,0.325,0.32,10.811,4.81,
2021-11-17_12-55-59_50s.jpg,2021-11-17 12:55:59,2021-11-17 12:56:00,16.93,5.65,649,0.325,0.32,10.811,4.81,
2021-11-17_12-55-59_55s.jpg,2021-11-17 12:55:59,2021-11-17 12:56:00,16.93,5.65,649,0.325,0.32,10.811,4.81,
2021-11-17_12-55-59_5s.jpg,2021-11-17 12:55:59,2021-11-17 12:56:00,16.93,5.65,649,0.325,0.32,10.811,4.81,
2021-11-17_12-56-59_0s.jpg,2021-11-17 12:56:59,2021-11-17 12:57:00,16.94,5.65,649,0.325,0.32,10.811,4.78,
2021-11-17_12-56-59_10s.jpg,2021-11-17 12:56:59,2021-11-17 12:57:00,16.94,5.65,649,0.325,0.32,10.811,4.78,
2021-11-17_12-56-59_15s.jpg,2021-11-17 12:56:59,2021-11-17 12:57:00,16.94,5.65,649,0.325,0.32,10.811,4.78,
2021-11-17_12-56-59_20s.jpg,2021-11-17 12:56:59,2021-11-17 12:57:00,16.94,5.65,649,0.325,0.32,10.811,4.78,
2021-11-17_12-56-59_25s.jpg,2021-11-17 12:56:59,2021-11-17 12:57:00,16.94,5.65,649,0.325,0.32,10.811,4.78,
2021-11-17_12-56-59_30s.jpg,2021-11-17 12:56:59,2021-11-17 12:57:00,16.94,5.65,649,0.325,0.32,10.811,4.78,
2021-11-17_12-56-59_35s.jpg,2021-11-17 12:56:59,2021-11-17 12:57:00,16.94,5.65,649,0.325,0.32,10.811,4.78,
2021-11-17_12-56-59_40s.jpg,2021-11-17 12:56:59,2021-11-17 12:57:00,16.94,5.65,649,0.325,0.32,10.811,4.78,
2021-11-17_12-56-59_45s.jpg,2021-11-17 12:56:59,2021-11-17 12:57:00,16.94,5.65,649,0.325,0.32,10.811,4.78,
2021-11-17_12-56-59_50s.jpg,2021-11-17 12:56:59,2021-11-17 12:57:00,16.94,5.65,649,0.325,0.32,10.811,4.78,
2021-11-17_12-56-59_55s.jpg,2021-11-17 12:56:59,2021-11-17 12:57:00,16.94,5.65,649,0.325,0.32,10.811,4.78,
2021-11-17_12-56-59_5s.jpg,2021-11-17 12:56:59,2021-11-17 12:57:00,16.94,5.65,649,0.325,0.32,10.811,4.78,
2021-11-17_12-57-59_0s.jpg,2021-11-17 12:57:59,2021-11-17 12:58:00,16.95,5.65,650,0.325,0.32,10.811,4.76,
2021-11-17_12-57-59_10s.jpg,2021-11-17 12:57:59,2021-11-17 12:58:00,16.95,5.65,650,0.325,0.32,10.811,4.76,
2021-11-17_12-57-59_15s.jpg,2021-11-17 12:57:59,2021-11-17 12:58:00,16.95,5.65,650,0.325,0.32,10.811,4.76,
2021-11-17_12-57-59_20s.jpg,2021-11-17 12:57:59,2021-11-17 12:58:00,16.95,5.65,650,0.325,0.32,10.811,4.76,
2021-11-17_12-57-59_25s.jpg,2021-11-17 12:57:59,2021-11-17 12:58:00,16.95,5.65,650,0.325,0.32,10.811,4.76,
2021-11-17_12-57-59_30s.jpg,2021-11-17 12:57:59,2021-11-17 12:58:00,16.95,5.65,650,0.325,0.32,10.811,4.76,
2021-11-17_12-57-59_35s.jpg,2021-11-17 12:57:59,2021-11-17 12:58:00,16.95,5.65,650,0.325,0.32,10.811,4.76,
2021-11-17_12-57-59_40s.jpg,2021-11-17 12:57:59,2021-11-17 12:58:00,16.95,5.65,650,0.325,0.32,10.811,4.76,
2021-11-17_12-57-59_45s.jpg,2021-11-17 12:57:59,2021-11-17 12:58:00,16.95,5.65,650,0.325,0.32,10.811,4.76,
2021-11-17_12-57-59_50s.jpg,2021-11-17 12:57:59,2021-11-17 12:58:00,16.95,5.65,650,0.325,0.32,10.811,4.76,
2021-11-17_12-57-59_55s.jpg,2021-11-17 12:57:59,2021-11-17 12:58:00,16.95,5.65,650,0.325,0.32,10.811,4.76,
2021-11-17_12-57-59_5s.jpg,2021-11-17 12:57:59,2021-11-17 12:58:00,16.95,5.65,650,0.325,0.32,10.811,4.76,
2021-11-17_12-59-00_0s.jpg,2021-11-17 12:59:00,2021-11-17 12:59:00,16.96,5.65,649,0.325,0.32,10.807,4.71,
2021-11-17_12-59-00_10s.jpg,2021-11-17 12:59:00,2021-11-17 12:59:00,16.96,5.65,649,0.325,0.32,10.807,4.71,
2021-11-17_12-59-00_15s.jpg,2021-11-17 12:59:00,2021-11-17 12:59:00,16.96,5.65,649,0.325,0.32,10.807,4.71,
2021-11-17_12-59-00_20s.jpg,2021-11-17 12:59:00,2021-11-17 12:59:00,16.96,5.65,649,0.325,0.32,10.807,4.71,
2021-11-17_12-59-00_25s.jpg,2021-11-17 12:59:00,2021-11-17 12:59:00,16.96,5.65,649,0.325,0.32,10.807,4.71,
2021-11-17_12-59-00_30s.jpg,2021-11-17 12:59:00,2021-11-17 12:59:00,16.96,5.65,649,0.325,0.32,10.807,4.71,
2021-11-17_12-59-00_35s.jpg,2021-11-17 12:59:00,2021-11-17 12:59:00,16.96,5.65,649,0.325,0.32,10.807,4.71,
2021-11-17_12-59-00_40s.jpg,2021-11-17 12:59:00,2021-11-17 12:59:00,16.96,5.65,649,0.325,0.32,10.807,4.71,
2021-11-17_12-59-00_45s.jpg,2021-11-17 12:59:00,2021-11-17 12:59:00,16.96,5.65,649,0.325,0.32,10.807,4.71,
2021-11-17_12-59-00_50s.jpg,2021-11-17 12:59:00,2021-11-17 12:59:00,16.96,5.65,649,0.325,0.32,10.807,4.71,
2021-11-17_12-59-00_55s.jpg,2021-11-17 12:59:00,2021-11-17 12:59:00,16.96,5.65,649,0.325,0.32,10.807,4.71,
2021-11-17_12-59-00_5s.jpg,2021-11-17 12:59:00,2021-11-17 12:59:00,16.96,5.65,649,0.325,0.32,10.807,4.71,
2021-11-17_13-00-00_0s.jpg,2021-11-17 13:00:00,2021-11-17 13:00:00,16.97,5.65,650,0.325,0.32,10.808,4.73,
2021-11-17_13-00-00_10s.jpg,2021-11-17 13:00:00,2021-11-17 13:00:00,16.97,5.65,650,0.325,0.32,10.808,4.73,
2021-11-17_13-00-00_15s.jpg,2021-11-17 13:00:00,2021-11-17 13:00:00,16.97,5.65,650,0.325,0.32,10.808,4.73,
2021-11-17_13-00-00_20s.jpg,2021-11-17 13:00:00,2021-11-17 13:00:00,16.97,5.65,650,0.325,0.32,10.808,4.73,
2021-11-17_13-00-00_25s.jpg,2021-11-17 13:00:00,2021-11-17 13:00:00,16.97,5.65,650,0.325,0.32,10.808,4.73,
2021-11-17_13-00-00_30s.jpg,2021-11-17 13:00:00,2021-11-17 13:00:00,16.97,5.65,650,0.325,0.32,10.808,4.73,
2021-11-17_13-00-00_35s.jpg,2021-11-17 13:00:00,2021-11-17 13:00:00,16.97,5.65,650,0.325,0.32,10.808,4.73,
2021-11-17_13-00-00_40s.jpg,2021-11-17 13:00:00,2021-11-17 13:00:00,16.97,5.65,650,0.325,0.32,10.808,4.73,
2021-11-17_13-00-00_45s.jpg,2021-11-17 13:00:00,2021-11-17 13:00:00,16.97,5.65,650,0.325,0.32,10.808,4.73,
2021-11-17_13-00-00_50s.jpg,2021-11-17 13:00:00,2021-11-17 13:00:00,16.97,5.65,650,0.325,0.32,10.808,4.73,
2021-11-17_13-00-00_55s.jpg,2021-11-17 13:00:00,2021-11-17 13:00:00,16.97,5.65,650,0.325,0.32,10.808,4.73,
2021-11-17_13-00-00_5s.jpg,2021-11-17 13:00:00,2021-11-17 13:00:00,16.97,5.65,650,0.325,0.32,10.808,4.73,
2021-11-17_13-01-00_0s.jpg,2021-11-17 13:01:00,2021-11-17 13:01:00,16.98,5.65,650,0.325,0.32,10.808,4.65,
2021-11-17_13-01-00_10s.jpg,2021-11-17 13:01:00,2021-11-17 13:01:00,16.98,5.65,650,0.325,0.32,10.808,4.65,
2021-11-17_13-01-00_15s.jpg,2021-11-17 13:01:00,2021-11-17 13:01:00,16.98,5.65,650,0.325,0.32,10.808,4.65,
2021-11-17_13-01-00_20s.jpg,2021-11-17 13:01:00,2021-11-17 13:01:00,16.98,5.65,650,0.325,0.32,10.808,4.65,
2021-11-17_13-01-00_25s.jpg,2021-11-17 13:01:00,2021-11-17 13:01:00,16.98,5.65,650,0.325,0.32,10.808,4.65,
2021-11-17_13-01-00_30s.jpg,2021-11-17 13:01:00,2021-11-17 13:01:00,16.98,5.65,650,0.325,0.32,10.808,4.65,
2021-11-17_13-01-00_35s.jpg,2021-11-17 13:01:00,2021-11-17 13:01:00,16.98,5.65,650,0.325,0.32,10.808,4.65,
2021-11-17_13-01-00_40s.jpg,2021-11-17 13:01:00,2021-11-17 13:01:00,16.98,5.65,650,0.325,0.32,10.808,4.65,
2021-11-17_13-01-00_45s.jpg,2021-11-17 13:01:00,2021-11-17 13:01:00,16.98,5.65,650,0.325,0.32,10.808,4.65,
2021-11-17_13-01-00_50s.jpg,2021-11-17 13:01:00,2021-11-17 13:01:00,16.98,5.65,650,0.325,0.32,10.808,4.65,
2021-11-17_13-01-00_55s.jpg,2021-11-17 13:01:00,2021-11-17 13:01:00,16.98,5.65,650,0.325,0.32,10.808,4.65,
2021-11-17_13-01-00_5s.jpg,2021-11-17 13:01:00,2021-11-17 13:01:00,16.98,5.65,650,0.325,0.32,10.808,4.65,
2021-11-17_13-02-00_0s.jpg,2021-11-17 13:02:00,2021-11-17 13:02:00,16.98,5.65,650,0.325,0.32,10.809,4.72,
2021-11-17_13-02-00_10s.jpg,2021-11-17 13:02:00,2021-11-17 13:02:00,16.98,5.65,650,0.325,0.32,10.809,4.72,
2021-11-17_13-02-00_15s.jpg,2021-11-17 13:02:00,2021-11-17 13:02:00,16.98,5.65,650,0.325,0.32,10.809,4.72,
2021-11-17_13-02-00_20s.jpg,2021-11-17 13:02:00,2021-11-17 13:02:00,16.98,5.65,650,0.325,0.32,10.809,4.72,
2021-11-17_13-02-00_25s.jpg,2021-11-17 13:02:00,2021-11-17 13:02:00,16.98,5.65,650,0.325,0.32,10.809,4.72,
2021-11-17_13-02-00_30s.jpg,2021-11-17 13:02:00,2021-11-17 13:02:00,16.98,5.65,650,0.325,0.32,10.809,4.72,
2021-11-17_13-02-00_35s.jpg,2021-11-17 13:02:00,2021-11-17 13:02:00,16.98,5.65,650,0.325,0.32,10.809,4.72,
2021-11-17_13-02-00_40s.jpg,2021-11-17 13:02:00,2021-11-17 13:02:00,16.98,5.65,650,0.325,0.32,10.809,4.72,
